City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
455,Degtyarsk,RU,56.704,60.0879,21.52,87,100,9.22,overcast clouds
456,Kadoma,JP,34.7333,135.5833,68.38,43,75,2.3,broken clouds
457,Lardos,GR,36.0942,28.0157,61.95,57,0,4.47,clear sky
458,Guadalajara,MX,20.6667,-103.3333,61.99,59,1,0.0,clear sky
459,Ossora,RU,59.2353,163.0719,28.74,73,100,12.77,light snow
460,Byron Bay,AU,-28.65,153.6167,77.05,71,100,7.7,moderate rain
461,Nchelenge,ZM,-9.3451,28.734,68.13,87,93,6.24,overcast clouds
462,Goundi,TD,9.3627,17.366,73.87,34,18,3.53,few clouds
463,Kurilsk,RU,45.2333,147.8833,36.68,67,99,18.54,overcast clouds
464,Palmer,US,42.1584,-72.3287,38.52,76,75,3.44,broken clouds
465,Labuhan,ID,-6.8844,112.2051,86.22,64,83,2.44,broken clouds
466,Sabang,ID,5.8933,95.3214,81.28,78,100,14.88,overcast clouds
467,Mambolo,SL,8.9231,-13.0444,77.18,91,2,2.35,clear sky
468,San Andres,CO,12.5847,-81.7006,82.42,83,40,10.36,scattered clouds
469,Del Rio,US,29.3627,-100.8968,66.42,77,1,9.22,clear sky
470,Bainbridge,US,47.6262,-122.5212,43.99,88,1,1.01,clear sky
471,Ostrovnoy,RU,68.0531,39.5131,28.0,88,100,1.66,overcast clouds
472,Visby,SE,57.6409,18.296,43.86,87,75,5.75,light rain
473,Togur,RU,58.3631,82.8265,19.17,83,100,12.08,overcast clouds
474,Lavrentiya,RU,65.5833,-171.0,2.52,89,38,9.57,scattered clouds
475,Raahe,FI,64.6833,24.4833,28.0,68,70,21.72,broken clouds
476,Tabuk,PH,17.4189,121.4443,83.89,66,97,1.81,overcast clouds
477,Kilrush,IE,52.6397,-9.4833,38.95,68,17,13.24,few clouds
478,Nedryhayliv,UA,50.834,33.8763,38.52,88,66,10.02,broken clouds
479,Abu Samrah,SY,35.3029,37.1841,53.47,87,95,7.72,overcast clouds
480,Jacareacanga,BR,-6.2222,-57.7528,74.77,92,100,1.95,overcast clouds
481,Dalvik,IS,65.9702,-18.5286,30.49,70,100,13.94,overcast clouds
482,Sorong,ID,-0.8833,131.25,84.81,68,33,5.84,light rain
483,Chumikan,RU,54.7183,135.315,10.94,70,1,12.06,clear sky
484,Gasa,PS,31.5,34.4667,56.17,75,91,10.2,overcast clouds
485,Sioux Lookout,CA,50.1001,-91.917,30.27,80,90,12.66,overcast clouds
486,Taoudenni,ML,22.6783,-3.9836,74.53,31,95,8.68,overcast clouds
487,Namibe,AO,-15.1961,12.1522,66.97,81,97,4.76,overcast clouds
488,Atambua,ID,-9.1061,124.8925,86.07,63,95,4.27,overcast clouds
489,Saquena,PE,-4.6667,-73.5167,72.95,98,100,2.46,moderate rain
490,Guarapari,BR,-20.6667,-40.4975,71.49,92,100,13.85,overcast clouds
491,Kieta,PG,-6.2167,155.6333,84.06,69,26,3.96,light rain
492,Volosovo,RU,59.4333,29.4833,33.66,87,93,6.64,overcast clouds
493,Sturgeon Falls,CA,46.3646,-79.9326,40.08,95,100,7.4,overcast clouds
494,Mayumba,GA,-3.432,10.6554,75.43,90,100,7.11,overcast clouds
495,Makungu,TZ,-8.7333,35.2833,61.63,80,42,1.5,scattered clouds
496,Araguacu,BR,-12.9306,-49.8264,74.01,92,100,4.16,overcast clouds
497,Touros,BR,-5.1989,-35.4608,76.1,73,94,12.82,overcast clouds
498,Walvis Bay,NA,-22.9575,14.5053,60.1,92,49,2.15,scattered clouds
499,Tessalit,ML,20.1986,1.0114,69.48,32,98,9.64,overcast clouds
500,Batagay,RU,67.6333,134.6333,-19.07,100,99,1.14,overcast clouds
501,Praia Da Vitoria,PT,38.7333,-27.0667,66.76,78,100,28.52,overcast clouds
502,Surt,LY,31.2089,16.5887,65.8,71,47,6.11,scattered clouds
503,Calabozo,VE,8.9242,-67.4293,79.45,63,94,5.17,overcast clouds
504,Westport,US,41.1415,-73.3579,49.75,73,1,10.0,clear sky
505,Vila Velha,BR,-20.3297,-40.2925,71.55,94,90,8.99,overcast clouds
506,Morondava,MG,-20.2833,44.2833,79.23,64,2,3.67,clear sky
507,Bowen,AU,-20.0167,148.2333,79.84,58,46,9.33,scattered clouds
508,Neyyattinkara,IN,8.4,77.0833,84.06,65,61,5.93,broken clouds
509,Yekepa,LR,7.5753,-8.5419,68.02,79,27,1.79,scattered clouds
510,Viedma,AR,-40.8135,-62.9967,68.58,41,72,6.24,broken clouds
511,Makat,KZ,47.6469,53.3463,42.17,94,100,24.2,overcast clouds
512,Algarrobo,CO,10.1869,-74.5753,74.5,93,74,5.46,broken clouds
513,Tirumullaivasal,IN,11.2333,79.8333,81.36,76,41,6.26,scattered clouds
514,Calbuco,CL,-41.768,-73.1273,52.81,94,77,6.17,broken clouds
515,Outlook,CA,51.5001,-107.0513,15.49,88,100,11.54,overcast clouds
516,Yerbogachen,RU,61.2767,108.0108,-0.24,86,100,2.64,overcast clouds
517,Ust-Tsilma,RU,65.441,52.1498,19.67,97,99,3.74,overcast clouds
518,Garden City,US,42.3256,-83.331,40.12,80,90,5.75,overcast clouds
519,Jiwani,PK,25.05,61.7417,72.59,27,11,12.41,few clouds
520,Bonavista,CA,48.6499,-53.1147,35.11,67,95,19.86,overcast clouds
521,Vanavara,RU,60.34,102.2797,-1.8,94,100,4.05,overcast clouds
522,Baoying,CN,33.2292,119.3092,57.63,81,100,9.08,light rain
523,Awjilah,LY,29.1081,21.2869,59.32,68,0,7.94,clear sky
524,Ouadda,CF,8.0777,22.4007,68.7,31,40,5.59,scattered clouds
525,Tanggu,CN,39.0211,117.6469,44.56,33,100,18.66,overcast clouds
526,Myitkyina,MM,25.3833,97.4,78.55,44,3,1.28,clear sky
527,Mitsamiouli,KM,-11.3847,43.2844,80.17,75,9,8.66,clear sky
528,Kadaya,RU,50.9327,119.2911,15.26,83,100,7.7,overcast clouds
529,Talnakh,RU,69.4865,88.3972,-21.01,91,17,9.22,few clouds
530,Ayagoz,KZ,47.9714,80.4392,7.38,79,31,5.73,scattered clouds
531,Pergamino,AR,-33.89,-60.5736,74.52,39,0,8.77,clear sky
532,Hirara,JP,24.8,125.2833,77.18,70,0,8.99,clear sky
533,Taraz,KZ,42.9,71.3667,43.21,31,25,6.71,scattered clouds
534,Poum,NC,-20.2333,164.0167,77.13,73,19,16.24,few clouds
535,Novyy Rogachik,RU,48.6768,44.0608,36.03,89,56,20.04,broken clouds
536,Kangalassy,RU,62.3464,129.9628,-23.87,95,95,1.83,overcast clouds
537,Suntar,RU,62.1444,117.6319,-5.91,94,100,2.51,overcast clouds
538,Les Cayes,HT,18.2,-73.75,74.88,82,92,3.29,overcast clouds
539,Sulangan,PH,11.1373,123.7228,84.33,70,93,4.61,overcast clouds
540,Farrukhnagar,IN,17.0778,78.2011,73.11,83,96,12.15,overcast clouds
541,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.6,83,100,13.42,overcast clouds
542,Los Andes,CL,-32.8337,-70.5983,66.58,57,0,0.81,clear sky
543,Paita,PE,-5.0892,-81.1144,63.55,86,85,9.6,overcast clouds
544,Shimoda,JP,34.6667,138.95,57.11,79,100,10.69,overcast clouds
545,Praia,CV,14.9215,-23.5087,77.54,61,20,9.22,few clouds
546,Mangrol,IN,21.1167,70.1167,82.76,53,96,12.86,overcast clouds
547,Umm Kaddadah,SD,13.6017,26.6876,64.26,31,0,13.27,clear sky
548,Katsuura,JP,35.1333,140.3,62.11,72,100,7.47,overcast clouds
549,Tsabong,BW,-26.0217,22.401,71.22,58,13,22.48,few clouds
550,Bocaiuva,BR,-17.1078,-43.815,71.31,93,100,2.91,light rain
551,Marzuq,YE,14.4,46.4667,69.69,37,8,3.69,clear sky
552,Cedar City,US,37.6775,-113.0619,37.4,61,1,10.36,clear sky
553,Jamiltepec,MX,16.2833,-97.8167,69.71,89,2,3.02,clear sky
554,Constantine,DZ,36.365,6.6147,55.44,67,100,4.52,overcast clouds
555,Corbita,RO,46.15,27.3,32.45,87,19,4.99,few clouds
556,Elliot Lake,CA,46.3834,-82.6331,37.49,93,100,4.23,overcast clouds
557,Imeni Zhelyabova,RU,58.9544,36.5956,30.85,96,100,8.99,light snow
558,Grand-Santi,GF,4.25,-54.3833,72.68,94,86,2.24,overcast clouds
559,Valparaiso,CL,-33.0393,-71.6273,53.24,93,90,3.44,overcast clouds
560,Ballina,AU,-28.8667,153.5667,73.78,91,100,5.1,moderate rain
561,Faya,SA,18.3851,42.4509,50.11,54,0,3.98,clear sky
562,Aripuana,BR,-9.1667,-60.6333,72.81,92,68,0.78,broken clouds
563,Camara De Lobos,PT,32.6333,-16.9667,66.83,81,40,4.0,scattered clouds
564,Nata,PA,8.3333,-80.5167,74.46,89,50,3.89,scattered clouds
565,Anadyr,RU,64.75,177.4833,-17.9,75,54,8.01,fog
566,Nishihara,JP,26.1842,127.7558,80.26,69,20,16.11,few clouds
567,Bairiki,KI,1.3292,172.9752,86.0,70,20,9.22,few clouds
568,Koulikoro,ML,14.0,-7.75,72.09,21,4,8.84,clear sky
569,Mahajanga,MG,-15.7167,46.3167,80.62,83,40,4.61,light rain
570,Verkh-Usugli,RU,52.7,115.1667,12.16,69,100,5.1,overcast clouds
571,Santo Domingo,DO,18.5001,-69.9886,77.94,83,27,5.01,scattered clouds
572,Jiuquan,CN,39.7432,98.5174,26.69,51,0,8.03,clear sky
573,Portland,US,45.5234,-122.6762,44.2,87,1,1.99,clear sky
574,Sungaipenuh,ID,-2.0833,101.3833,76.23,71,97,4.76,overcast clouds
575,Westonaria,ZA,-26.3191,27.6486,58.98,89,97,17.92,overcast clouds
576,Sagua La Grande,CU,22.8067,-80.0756,74.39,89,64,5.91,broken clouds
577,Isny,DE,47.7,10.0333,34.34,96,3,4.68,clear sky
578,Bayir,TR,37.2687,28.2167,37.92,65,0,3.44,clear sky
579,Cacu,BR,-18.5567,-51.1308,71.78,92,98,1.92,overcast clouds
580,Pedra Azul,BR,-16.0053,-41.2972,67.53,97,100,2.37,overcast clouds
581,Pangai,TO,-19.8,-174.35,81.68,77,7,9.06,clear sky
582,Araouane,ML,18.9048,-3.5265,73.56,29,82,10.22,broken clouds
583,Petrykiv,UA,49.5332,25.5809,46.47,79,100,16.28,overcast clouds
584,Las Juntas,MX,19.4167,-104.7,69.21,72,0,4.0,clear sky
585,Bahia Honda,CU,22.9036,-83.1592,76.12,87,100,7.78,light rain
586,Eureka,US,40.8021,-124.1637,47.57,91,38,4.88,scattered clouds
587,Ukiah,US,39.1502,-123.2078,53.02,92,1,0.0,clear sky
588,Kapoeta,SS,4.7717,33.5903,79.21,45,45,4.72,light rain
589,Oneonta,US,42.4529,-75.0638,40.3,71,100,1.01,overcast clouds
590,Saint-Joseph,RE,-21.3667,55.6167,79.18,70,19,5.01,few clouds
591,Worland,US,44.0169,-107.9554,36.55,93,1,5.75,clear sky
592,Black River,JM,18.0264,-77.8487,78.8,84,82,3.85,broken clouds
593,Port Lincoln,AU,-34.7333,135.8667,61.41,56,4,11.97,clear sky
594,Slavgorodskoye,RU,53.0214,78.6435,13.3,76,100,13.67,overcast clouds
595,Soledade,BR,-28.8183,-52.5103,54.73,60,0,4.97,clear sky
596,Lakes Entrance,AU,-37.8811,147.981,64.58,66,51,7.4,broken clouds
597,Khvoynaya,RU,58.9,34.5333,30.96,91,99,10.63,overcast clouds
598,Kabo,CF,7.6994,18.629,73.08,41,70,3.85,broken clouds
599,Hualmay,PE,-11.0964,-77.6139,64.63,85,80,7.81,broken clouds
600,Mariinsk,RU,56.2139,87.7472,18.81,72,100,11.32,overcast clouds
601,Tazovskiy,RU,67.4667,78.7,-4.29,94,100,19.93,overcast clouds
602,Malayal,PH,7.208,121.942,91.2,71,73,4.83,broken clouds
603,Morgan City,US,29.6994,-91.2068,64.99,100,1,5.75,clear sky
604,Esqueda,MX,30.7167,-109.5833,56.5,33,98,4.21,overcast clouds
605,Kandiari,PK,26.9156,68.5216,73.47,13,0,8.21,clear sky
606,Bela Vista,BR,-22.1089,-56.5211,69.69,74,10,2.55,clear sky
607,Rio Grande,BR,-32.035,-52.0986,64.94,79,0,12.57,light rain
608,Nkhata Bay,MW,-11.6066,34.2907,78.58,53,7,3.11,clear sky
609,Buchanan,LR,5.8808,-10.0467,75.16,85,55,3.09,light rain
610,Dillon,US,34.4166,-79.3712,48.11,60,83,6.33,broken clouds
611,Santa Fe,AR,-31.6333,-60.7,72.99,55,0,1.99,light rain
612,Olinda,BR,-8.0089,-34.8553,80.33,74,40,5.75,scattered clouds
613,Yaritagua,VE,10.08,-69.1261,67.26,94,34,3.02,scattered clouds
614,Fredericton,CA,45.9454,-66.6656,29.44,86,75,3.44,broken clouds
615,Buin,CL,-33.7333,-70.75,70.74,71,0,1.01,clear sky
616,Baiyin,CN,36.5583,104.2081,27.03,56,16,5.08,few clouds
617,Port Augusta,AU,-32.5,137.7667,76.71,39,0,18.25,clear sky
618,Clinton,US,42.587,-82.9199,41.02,83,90,0.0,overcast clouds
619,Aguimes,ES,27.9054,-15.4461,61.66,68,20,5.75,few clouds
620,Barra Patuca,HN,15.8,-84.2833,76.87,76,81,7.0,broken clouds
621,Tomatlan,MX,19.9333,-105.25,71.26,74,0,3.15,clear sky
622,Segou,ML,13.4317,-6.2157,75.88,18,3,10.49,clear sky
623,Sept-Iles,CA,50.2001,-66.3821,26.06,83,51,6.49,broken clouds
624,Shadrinsk,RU,56.0852,63.6335,21.85,84,99,17.87,overcast clouds
625,Rawson,AR,-43.3002,-65.1023,69.37,39,96,30.38,overcast clouds
626,Cap Malheureux,MU,-19.9842,57.6142,79.47,68,9,10.0,light rain
627,San Carlos,VE,9.6612,-68.5827,74.12,81,51,2.3,broken clouds
628,Kampene,CD,-3.6,26.6667,66.99,99,100,1.43,overcast clouds
629,Iracoubo,GF,5.4802,-53.2011,78.4,86,100,7.65,overcast clouds
630,Abha,SA,18.2164,42.5053,48.45,81,0,4.61,clear sky
631,Saint George,US,37.1041,-113.5841,57.79,37,1,1.01,clear sky
632,Kabare,CD,-2.4683,28.8242,60.19,88,68,2.33,broken clouds
633,Pedro Velho,BR,-6.4392,-35.2214,77.29,83,94,6.64,overcast clouds
634,Vangaindrano,MG,-23.35,47.6,77.38,76,30,6.64,scattered clouds
635,Saint Anthony,US,45.0205,-93.218,34.32,74,1,0.0,clear sky
636,Sijunjung,ID,-0.6876,100.9537,89.78,54,76,2.39,broken clouds
637,Marsh Harbour,BS,26.5412,-77.0636,76.57,77,100,19.08,overcast clouds
638,High Level,CA,58.5169,-117.136,-5.69,84,75,3.44,broken clouds
639,Mersing,MY,2.4312,103.8405,89.51,70,40,5.75,scattered clouds
640,Astana,KZ,51.1801,71.446,12.15,73,0,15.66,clear sky
641,Ampanihy,MG,-24.7,44.75,73.35,76,88,11.65,overcast clouds
642,Komsomolskiy,UZ,40.4272,71.7189,34.52,47,0,2.3,clear sky
643,Khorixas,NA,-20.3667,14.9667,60.08,38,0,2.57,clear sky
644,Alappuzha,IN,9.49,76.3264,79.72,72,48,3.78,scattered clouds
645,Volsk,RU,52.0333,47.3833,32.88,81,100,23.15,overcast clouds
646,San Felipe,VE,10.3399,-68.7425,72.27,97,72,2.48,broken clouds
647,Ternate,ID,0.8,127.4,85.57,67,15,5.03,few clouds
648,Tuatapere,NZ,-46.1333,167.6833,54.82,96,100,5.01,light rain
649,Jambi,ID,-1.6,103.6167,84.9,74,91,0.87,overcast clouds
650,San Luis,AR,-33.295,-66.3356,73.8,31,57,13.89,broken clouds
651,Berberati,CF,4.2612,15.7922,70.05,90,75,2.06,broken clouds
652,Ucluelet,CA,48.9329,-125.5528,44.1,90,100,2.21,overcast clouds
653,Sarangani,PH,5.4033,125.4636,85.05,69,34,7.43,scattered clouds
654,Dali,CN,25.7,100.1833,63.03,49,1,3.91,clear sky
655,Semirom,IR,31.4167,51.5667,37.9,93,91,4.97,overcast clouds
656,Muri,IN,23.3667,85.8667,78.03,57,90,3.11,overcast clouds
657,Esmeraldas,BR,-19.7625,-44.3139,67.06,96,100,3.78,light rain
658,Kaka,TM,37.3482,59.6143,50.67,31,68,6.82,broken clouds
659,Mayo,US,38.8876,-76.5119,42.12,88,1,1.01,clear sky
660,Bintulu,MY,3.1667,113.0333,86.41,79,20,4.61,few clouds
661,Montepuez,MZ,-13.1256,38.9997,73.29,72,96,5.32,overcast clouds
662,Keflavik,IS,64.0049,-22.5624,34.23,93,90,17.27,light rain
663,Gotsu,JP,35.0,132.2167,66.34,52,100,0.98,overcast clouds
664,Ibra,OM,22.6906,58.5334,71.44,37,0,4.12,clear sky
665,Galveston,US,29.3669,-94.9669,70.0,91,57,12.84,broken clouds
666,Nerchinskiy Zavod,RU,51.3088,119.61,14.72,84,100,5.77,overcast clouds
667,Maun,BW,-19.9833,23.4167,67.96,100,75,11.5,thunderstorm with rain
668,Mustafakemalpasa,TR,40.0353,28.4117,48.11,82,1,2.64,clear sky
669,Tommot,RU,58.9564,126.2925,-4.32,90,71,0.98,broken clouds
670,Shumskiy,RU,54.8318,99.1328,14.02,67,100,5.19,overcast clouds
671,Gizo,SB,-8.103,156.8419,85.05,63,11,4.34,few clouds
672,Monrovia,LR,6.3005,-10.7969,74.97,82,12,3.98,light rain
673,Zhicheng,CN,30.2956,111.5047,56.73,77,100,6.4,overcast clouds
674,Lufilufi,WS,-13.8745,-171.5986,78.58,73,9,14.67,clear sky
675,Magadan,RU,59.5667,150.8,21.85,68,100,12.84,overcast clouds
676,Bogdanovich,RU,56.7803,62.0494,23.49,88,100,19.1,overcast clouds
677,Mecca,SA,21.4267,39.8261,73.42,56,96,8.21,overcast clouds
678,Omsukchan,RU,62.5333,155.8,-7.8,100,91,4.7,overcast clouds
679,Rundu,NA,-17.9333,19.7667,68.2,74,100,5.37,overcast clouds
680,Canchungo,GW,12.0672,-16.0333,75.33,80,8,3.69,clear sky
681,Sobolevo,RU,54.4299,31.8996,36.77,90,100,10.87,overcast clouds
682,Alta Floresta,BR,-9.8756,-56.0861,71.26,96,42,1.99,scattered clouds
683,Keti Bandar,PK,24.1447,67.4497,77.2,20,0,20.29,clear sky
